Model,Price,Rating,Generation,Core,Ram_GB,SSD_GB,Display_Inches,Graphics,OS,Warranty
MSI Thin GF63 11UC-1475IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),51990.0,65.0,11th gen intel core i5 11260h,"hexa core, 12 threads",8,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,2 year warranty
MSI Thin GF63 11UC-1474IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),51990.0,66.0,11th gen intel core i5 11260h,"hexa core, 12 threads",16,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,2 year warranty
Dell XPS 17 9730 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),303490.0,,13th gen intel core i7 13700h,"14 cores (6p + 8e), 20 threads",32,1.0,17.0,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
Dell XPS 13 Plus 9320 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11),202490.0,79.0,13th gen intel core i7 1360p,"12 cores (4p + 8e), 16 threads",32,1.0,13.4,intel iris xe graphics,windows 11 os,1 year warranty
MSI Prestige 13 Evo A12M-085IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11 Home),77990.0,61.0,12th gen intel core i5 1240p,"12 cores (4p + 8e), 16 threads",8,512.0,13.3,intel integrated iris xe,windows 11 os,2 year warranty
Dell XPS 9530 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),249990.0,,13th gen intel core i7 13700h,"14 cores (6p + 8e), 20 threads",32,1.0,15.6,6 gb nvidia rtx 4050,windows 11 os,1 year warranty
MSI Modern 14 C12M-671IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),50990.0,59.0,12th gen intel core i7 1255u,"10 cores (2p + 8e), 12 threads",16,512.0,14.0,intel integrated iris xe,windows 11 os,1 year warranty
Lenovo Legion Slim 7i 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),157544.0,69.0,13th gen intel core i5 13500h,"12 cores (4p + 8e), 16 threads",16,1.0,16.0,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
Lenovo Legion Pro 7i 2023 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),286200.0,,13th gen intel core i9 13900hx,"24 cores (8p + 16e), 32 threads",32,1.0,16.0,12 gb nvidia geforce rtx 4080,windows 11 os,1 year warranty
Lenovo Thinkpad E14 G4 21E3006UIG Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),64390.0,59.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,14.0,intel iris xe graphics,dos os,1 year warranty
Lenovo Thinkpad E14 G4 21E3S02M00 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),124000.0,69.0,12th gen intel core i7 1255u,"10 cores (2p + 8e), 12 threads",16,512.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
Lenovo Legion Pro 5 82WM00B5IN 2023 Gaming Laptop (AMD Ryzen 7 7745HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),142190.0,75.0,7th gen amd ryzen 7 7745hx,"octa core, 16 threads",16,1.0,16.0,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
Lenovo V15 G3 IAP 82TTA00UIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),32500.0,50.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,15.6,intel integrated uhd,dos os,1 year warranty
LG Gram 17 2023 17Z90R-G.CH77A2 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphic),146990.0,73.0,13th gen intel core i7 1360p,"12 cores (4p + 8e), 16 threads",16,1.0,17.0,4 gb nvidia rtx 3050,windows 11 os,1 year warranty
LG Gram 14 2023 14Z90R Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),127000.0,68.0,13th gen intel core i5 1340p,"12 cores (4p + 8e), 16 threads",8,512.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
LG UltraPC 16 16U70R-G.AH76A2 Laptop (AMD Ryzen7-7730U/ 16GB/ 512GB SSD/ Win11),89799.0,70.0,7th gen amd ryzen 7 7730u,"octa core, 16 threads",16,512.0,16.0,amd radeon 7 graphics,windows 11 os,1 year warranty
Dell Inspiron 3525 D560927WIN9S Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),38999.0,51.0,5th gen amd ryzen 5  5500u,"hexa core, 12 threads",8,512.0,15.6,amd radeon,windows 11 os,1 year warranty
AXL Vayu Book LAP02 Laptop (Celeron N4020/ 4GB/ 256GB SSD / Win11 Home),15990.0,,intel celeron  n4020,"dual core, 2 threads",4,256.0,15.6,intel integrated uhd graphics,windows 11 os,1 year warranty
AXL Vayu Book LAP01 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),12990.0,,intel celeron  n4020,"dual core, 2 threads",4,128.0,14.1,intel integrated uhd graphics,windows 11 os,1 year warranty
MSI Modern 14 C12M-444IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),34990.0,55.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",16,512.0,14.0,intel integrated uhd,windows 11 os,1 year warranty
MSI Modern 14 C7M-218IN Laptop (Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),52990.0,61.0,7th gen amd ryzen 7 7730u,"octa core, 16 threads",16,512.0,14.0,amd radeon amd,windows 11 os,1 year warranty
Lenovo S14 82TW0019IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),45490.0,52.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,14.0,integrated intel uhd graphics,windows 11 os,1 year warranty
Asus Vivobook 14X 90NB11H2-M004D0 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),64990.0,64.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,512.0,14.0,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
HP Pavilion 15-EH3101AU Laptop (AMD Ryzen 7-7730U/ 16GB/ 512GB SSD/ Win11 Home),58800.0,63.0,7th gen amd ryzen 7 7730u,"octa core, 16 threads",16,512.0,15.6,amd radeon vega 8 graphics,windows 11 os,1 year warranty
Lenovo V15 G2 ALC 82KDA01YIH Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ DOS),33990.0,,5th gen amd ryzen 5 5500u,"hexa core, 12 threads",8,512.0,15.6,amd radeon amd,dos os,1 year warranty
Asus Vivobook Pro 15 M6500QF-HN741WS  Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),62990.0,60.0,5th gen amd ryzen 7 5800h,"octa core, 16 threads",16,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Asus Vivobook Pro 15 M6500QF-HN521WS Laptop (Ryzen 5 5600HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),49990.0,56.0,5th gen amd ryzen 5 5600hs,"hexa core, 12 threads",8,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
HP Victus 16 16-d0309TX Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),56999.0,65.0,11th gen intel core i5 11400h,"hexa core, 12 threads",8,512.0,16.1,4 gb nvidia geforce gtx 1650,windows 11 os,1 year warranty
Lenovo V15 G4 82YU00W6IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ DOS),27490.0,51.0,7th gen amd ryzen 3 7320u,"quad core, 8 threads",8,512.0,15.6,amd radeon graphics,dos os,1 year warranty
Asus VivoBook 14 X415EA-EK326WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),31990.0,54.0,11th gen intel core i3 1115g4,"dual core, 4 threads",8,512.0,14.0,intel integrated intel uhd,windows 11 os,1 year warranty
Acer Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),54189.0,63.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,512.0,15.6,4 gb nvidia geforce gtx 1650,windows 11 os,1 year warranty
Dell Alienware x14 R2 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),199990.0,71.0,13th gen intel core i7 13620h,"10 cores (6p + 4e), 16 threads",16,1.0,14.0,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Asus VivoBook 15 X515EA-EJ328WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35083.0,50.0,11th gen intel core i3 1115g4,"dual core, 4 threads",8,512.0,15.6,intel integrated integrated,windows 11 os,1 year warranty
Dell Vostro 5630 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),95590.0,61.0,13th gen intel core i7 1355u,"10 cores (2p + 8e), 12 threads",16,512.0,11.0,"16 inches, 1920 x 1080 pixels",1 year warranty,backlit keyboard
Lenovo V15 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),33990.0,50.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,15.6,intel integrated uhd,windows 11 os,1 year warranty
Lenovo Thinkpad E14 20TA00J2IG Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),65000.0,57.0,11th gen intel core i5 1135g7,"quad core, 8 threads",16,512.0,14.0,intel iris xe graphics,windows 11 os,3 year warranty
Lenovo V14 G3 IAP Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),45990.0,52.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,14.0,intel integrated uhd,windows 11 os,1 year warranty
Lenovo V14 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),32490.0,50.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,14.0,intel integrated uhd,windows 11 os,1 year warranty
Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),45900.0,52.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,15.6,intel integrated uhd,windows 11 os,1 year warranty
Lenovo V15 G3 ‎‎82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),27130.0,55.0,7th gen amd ryzen 3 7320u,"quad core, 8 threads",8,512.0,15.6,amd radeon graphics,windows 11 os,1 year warranty
Lenovo IdeaPad Slim 3 82H803B6IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),56900.0,61.0,11th gen intel core i7 1165g7,"quad core, 8 threads",16,512.0,15.6,integrated intel iris xe graphics,windows 11 os,1 year warranty
Dell Inspiron 5630 2023 Laptop (13th Gen Core i5 1335U/ 16GB/ 512GB SSD/ Win11),79990.0,63.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,512.0,16.0,intel iris xe graphics,windows 11 os,1 year warranty
HP 15s-ey1509AU Laptop (AMD Athlon Silver 3050U/ 8GB/ 512GB SSD/ Win11),27490.0,,3rd gen amd athlon 3050u,"dual core, 2 threads",8,512.0,15.6,amd radeon amd,windows 11 os,1 year warranty
Dell 2023 ‎G16-7630 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),166490.0,78.0,13th gen intel core i7 13650hx,14 cores (6p + 8e),32,1.0,16.0,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
Dell ‎G16-7630 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),139990.0,74.0,13th gen intel core i7 13650hx,14 cores (6p + 8e),16,1.0,16.0,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
Dell Inspiron 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),57990.0,51.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",8,512.0,15.6,intel integrated uhd,windows 11 os,1 year warranty
HP Victus 16-d0302TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),55999.0,65.0,11th gen intel core i5 11400h,"hexa core, 12 threads",8,512.0,16.1,4 gb nvidia geforce gtx 1650,windows 11 os,1 year warranty
MSI Stealth 17 Studio A13VG-024IN Gaming Laptop (13th Gen Core i7/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),210990.0,,13th gen intel core i7 13700h,"14 cores (6p + 8e), 20 threads",32,2.0,17.3,8 gb nvidia geforce rtx 4070,windows 11 os,2 year warranty
Dell Inspiron 7430 IC7430FD64T001ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),99950.0,59.0,13th gen intel core i7 1355u,"10 cores (2p + 8e), 12 threads",16,512.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
HP Omen 17-cm2003TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),156990.0,79.0,13th gen intel core i7 13700hx,"16 cores (8p + 8e), 24 threads",16,1.0,17.3,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
Dell Inspiron 7430 IC7430VVR8C001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),80490.0,56.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,512.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
HP 14s-dr3003TU 832T7PA Laptop (Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),26990.0,,intel pentium silver n6000,"quad core, 4 threads",8,512.0,14.0,intel uhd graphics,windows 11 os,1 year warranty
Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),131590.0,54.0,apple m2,octa core (4p + 4e),8,512.0,15.3,10-core gpu,mac os,1 year warranty
Dell Inspiron 15 3530 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40990.0,52.0,13th gen intel core i3 1305u,"5 cores (1p + 4e), 6 threads",8,512.0,15.6,intel integrated uhd,windows 11 os,1 year warranty
Lenovo Legion 5 Pro 2023 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),172990.0,77.0,13th gen intel core i7 13700h,"14 cores (6p + 8e), 20 threads",32,1.0,16.0,16 gb nvidia geforce rtx 4090,windows 11 os,1 year warranty
Infinix INBook X2 Slim Series XL23 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),34990.0,54.0,11th gen intel core i5 1155g7,"quad core, 8 threads",16,512.0,14.0,intel integrated iris xe,windows 11 os,1 year warranty
Asus Eeebook 15 E510MA-EJ021WS Laptop (Intel Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),27990.0,,intel celeron n4020,"dual core, 2 threads",8,512.0,15.6,intel uhd integrated,windows 11 os,1 year warranty
Dell Inspiron 3520 D560872WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),52000.0,57.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
Dell Inspiron 5430 IN54304D6P9M01ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),88990.0,53.0,13th gen intel core i7 1355u,"10 cores (2p + 8e), 12 threads",16,512.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
Dell Inspiron 5430 IN54308TR2G001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),67890.0,,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,512.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
Dell Inspiron 5430 IN5430YXVW9M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),59290.0,53.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",8,512.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
Asus Vivobook 15 X515EA-EJ542WS Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),44999.0,53.0,11th gen intel core i5 1135g7,"quad core, 8 threads",16,512.0,15.6,intel integrated iris xe,windows 11 os,1 year warranty
Dell Inspiron 3530 IN3530NM1NN001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),63220.0,50.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",8,512.0,15.6,intel integrated uhd,windows 11 os,1 year warranty
Acer One 14 Z8-415 Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),34880.0,54.0,11th gen intel core i3 1115g4,"dual core, 4 threads",8,512.0,14.0,‎intel iris xe graphics,windows 11 os,1 year warranty
MSI Creator Z17 HX Studio A13V Laptop,247999.0,,13th gen intel core i9 13900h,"14 cores (6p + 8e), 20 threads",32,1.0,17.0,8 gb nvidia geforce rtx 4070,windows 11 os,3 year warranty
Dell Inspiron 7630 IC7630GHHRH001ORS1 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),94490.0,63.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",8,512.0,16.0,intel iris xe graphics,windows 11 os,1 year warranty
HP Victus 15-fb0131AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),58800.0,61.0,5th gen amd ryzen 5 5600h,"hexa core, 12 threads",8,512.0,15.6,4 gb amd radeon rx 5600m,windows 11 os,1 year warranty
Asus Vivobook 16 2023 M1605YA-MB521WS Laptop (Ryzen 5 7530U / 8GB/ 512GB SSD/ Win11 Home),47990.0,59.0,7th gen amd ryzen 5 7530u,"hexa core, 12 threads",8,512.0,16.0,amd radeon amd,windows 11 os,1 year warranty
HP Victus 15-fb0133AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),62687.0,63.0,5th gen amd ryzen 5 5600h,"hexa core, 12 threads",16,512.0,15.6,4 gb amd radeon rx 5600m,windows 11 os,1 year warranty
MSI Stealth 16 Mercedes AMG Motorsport A13V Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),292990.0,,13th gen intel core i9 13900h,"14 cores (6p + 8e), 20 threads",32,1.0,16.0,8 gb nvidia geforce rtx 4070,windows 11 os,2 year warranty
Asus Vivobook 15 X1502ZA-EJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),52990.0,60.0,12th gen intel core i5 12500h,"12 cores (4p + 8e), 16 threads",16,512.0,15.6,intel iris xe,windows 11 os,1 year warranty
HP Victus 15-fa0555TX  Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),67990.0,66.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
MSI Katana 15 B12UDXK-1017IN Gaming Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),82990.0,69.0,12th gen intel core i7 12650h,"10 cores (6p + 4e), 16 threads",8,512.0,15.6,6 gb nvidia geforce rtx 3050,windows 11 os,2 year warranty
HP 15s-fq3071TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),27490.0,,intel celeron  n4500,"dual core, 2 threads",8,512.0,15.0,intel integrated uhd graphics,windows 11  os,1 year warranty
HP Victus 15-fb0136AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),59700.0,62.0,5th gen amd ryzen 5 5600h,"hexa core, 12 threads",16,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Asus Vivobook 15 M1502QA-EJ742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11),49990.0,53.0,5th gen amd ryzen 7 5800h,"octa core, 16 threads",16,512.0,15.6,amd radeon,windows os,1 year warranty
Acer One 14 Business Z2-493 Laptop (Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11),25994.0,50.0,3rd gen amd ryzen 3  3250u,"dual core, 4 threads",8,512.0,14.0,amd radeon graphics,windows 11 os,1 year warranty
HP Victus 15-fb0135AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),59990.0,60.0,5th gen amd ryzen 5 5600h,"hexa core, 12 threads",8,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Asus Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop (Ryzen 7 5800HS / 16GB/ 1TB SSD/ Win11 Home),70990.0,61.0,5th gen amd ryzen 7 5800hs,"octa core, 16 threads",16,1.0,14.0,amd radeon amd,windows 11 os,1 year warranty
Asus VivoBook 14 X415EA-EK344WS Notebook (11th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),35990.0,59.0,11th gen intel core i3 1115g4,"dual core, 4 threads",16,512.0,14.0,intel integrated intel uhd,windows 11 os,1 year warranty
Acer Swift Edge 16 2023 Laptop (AMD Ryzen 7040 Series/ 16GB/ 1TB SSD/ Win11 Home),107399.0,54.0,7th gen amd ryzen 7040 series 040,"octa core, 16 threads",16,1.0,16.0,amd radeon amd,windows 11 os,1 year warranty
Dell G15-5530 Gaming 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4060 8GB Graph),109990.0,71.0,13th gen intel core i7 13650hx,14 cores (6p + 8e),16,512.0,15.6,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
Acer Aspire 5 A515-58P NX.KHJSI.001 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),38490.0,,13th gen intel core i3 1315u,"hexa core (2p + 4e), 8 threads",8,512.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
HP Pavilion 15-eg3027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),69490.0,61.0,13th gen intel core i5 1340p,"12 cores (4p + 8e), 16 threads",16,512.0,15.6,intel integrated intel iris xe graphics,windows 11 os,1 year warranty
Dell ‎G16-7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),178490.0,75.0,13th gen intel core i9 13900hx,"24 cores (8p + 16e), 32 threads",16,1.0,16.0,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
Dell G15-5530 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph),106990.0,70.0,13th gen intel core i7 13650hx,14 cores (6p + 8e),16,512.0,15.6,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Dell G15-5530 GN5530VMMD9002ORB1 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),105990.0,69.0,13th gen intel core i7 13650hx,14 cores (6p + 8e),16,512.0,15.6,6 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Dell G15-5530 GN553064GRM002ORB1 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 6GB Graph),73990.0,64.0,13th gen intel core i5 13450hx,"10 cores (6p + 4e), 16 threads",8,512.0,15.6,6 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Dell G15-5530 GN5530D83M6002ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),78990.0,66.0,13th gen intel core i5 13450hx,"10 cores (6p + 4e), 16 threads",16,512.0,15.6,6 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Dell G15-5530 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph),122638.0,69.0,13th gen intel core i7 13650hx,14 cores (6p + 8e),16,512.0,15.6,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Xiaomi Redmi Book 14 2023 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),43990.0,56.0,12th gen intel core i5 12500h,"12 cores (4p + 8e), 16 threads",16,512.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
Acer Aspire 5 A515-58M NX.KHGSI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),53990.0,,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,intel integrated iris xe,windows 11 os,1 year warranty
HP Pavilion x360 14-ek1020TU Laptop (13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11),89990.0,65.0,13th gen intel core i7 1355u,"10 cores (2p + 8e), 12 threads",16,512.0,14.0,intel integrated iris xe,windows 11 os,1 year warranty
Asus Vivobook 15X 2023 K3504VAB-NJ321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),39490.0,52.0,13th gen ‎intel core i3 1315u,"hexa core (2p + 4e), 8 threads",8,512.0,15.6,integrated intel uhd graphics,windows 11 os,1 year warranty
Acer Aspire Vero AV14-52P NX.KJSSI.002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),59990.0,54.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,512.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
Acer Aspire Vero AV14-52P NX.KJTSI.002 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),49990.0,,13th gen intel core i3 1315u,"hexa core (2p + 4e), 8 threads",16,512.0,14.0,intel integrated uhd,windows os,1 year warranty
Acer Aspire 5 A515-58M NX.KHFSI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),55800.0,,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",8,512.0,15.6,intel integrated iris xe,windows 11 os,1 year warranty
Asus TUF Gaming F15 2023 FX507VU-LP083WS Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),109990.0,69.0,13th gen intel core i7 13700h,"14 cores (6p + 8e), 20 threads",16,512.0,15.6,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Asus TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),137990.0,75.0,7th gen amd ryzen 9 7940hs,"octa core, 16 threads",16,1.0,15.6,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Huawei MateBook E 2023 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),88999.0,53.0,12th gen intel core i5 1230u,"10 cores (2p + 8e), 12 threads",16,512.0,12.6,intel iris xe graphics,windows 11 os,backlit keyboard
Asus Vivobook 16X 2023 K3605ZF-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),64990.0,68.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,512.0,16.0,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
